Country,Company Name,Website,Email,,Main Product
United States of America,"Jergens, Inc.",https://www.jergensinc.com,miguel.carreon@jergensinc.com,,"Jergens Inc is a global manufacturing leader of CNC machining custom workholding products. Today, you'll find our vises, clamps & fixturing systems, tooling components, at work in just about every segment of the metalcutting industry on every contine"
Taiwan R.O.C.,JETON R/D & MFG. INC.,https://www.jeton.com.tw,,,
Taichung City IL 40252,Jimmore International Corp.,https://nine9.jic-tools.com.tw/,trade@jimmore.com.tw,,"Since 1987, Jimmore has supplied patented, Taiwan-made Nine9 tools through distribution channels. Covering Spot Drill, Engraving Tool, Corner Rounding Tool, Centering Tool, NC Helix Drill, Chamfer & Chamfer Tool, Threading Tools and more, these high-"
New Taipei City 23874,"Jin Kou Enterprise Co., Ltd.",https://www.jinkouinc.com,info@jinkou.com.tw,,"We are leading manufacturers of Quick Release Pins, Ring Detent Pins, Pull Pins and special screw, as well as an exporter-maker in Taiwan and exported to the world wide for more than several decades, special for U.S.A., Europe, and Asia market."
United States of America,"JJ Tools Americas, LLC",https://www.jjtools.co.kr/en/main,nick.park@jjtools.co.kr,,Luxury carbide cutting tools used by industrial users and national research institutes around the world! Based on JJ Tools' unique technology and deep knowledge and recognized for the performance of our high-quality tools. We ship to markets around t
United States of America,"JM Performance Products, Inc.",https://www.jmperformanceproducts.com,sales@jmppinc.com,,"JM Performance Products, Inc., the Industry Leader in CNC Spindle Optimization, manufactures a complement of products designed to ensure maximum toolholder to spindle contact.  JMPP's patented High Torque© retention knobs eliminate toolholder expansi"
United States of America,Joyce/Dayton Corp,https://www.joycedayton.com,,,"Joyce/Dayton is a leading manufacturer of rugged screw jacks and high-precision EDrive electric actuators. Known for engineering expertise and fast turnaround, we deliver customized, durable linear motion solutions built to perform in demanding indus"
United States of America,Kaiser Manufacturing,https://kaisermanufacturing.com/,km-logo-blue_250x@2x.png,,"Kaiser Manufacturing makes custom, two-color Kaizen Shadow Foam organizers to protect tools and accessories. They are ideal for manufacturing environments focused on Lean strategies, 5S and help with general workspace organization. Also offering 3D s"
United States of America,Kanefusa USA Inc.,https://www.kanefusa.net/en,,,
Japan,"Kato Mfg. Co., Ltd.",https://kato-tapper.com/eng,,,"Founded 1918, leading Japan in tap holders; solving TAPPING and DEBURRING issues. We are a Japanese manufacturer serving electronics, automotive, molds, aerospace, and heavy industries. Our tapping and deburring holders improve machining efficiency, "
United States of America,KDF Technologies,https://www.kdf.com,,,"When your process depends on precise, repeatable thin film coatings, KDF delivers the systems, service, and support to keep you running with confidence, including and genuine VaporTech systems service and parts. From production uptime to long-term re"
China,"KEXIAN PRECISION TOOLS(ZHEJIANG)CO.,LTD.",https://www.kx-tools.com,nicole.qian@kx-tools.com,,
Itasca IL 60143,Keyence Corporation,https://www.keyence.com,,,"KEYENCE is a distinguished world-wide developer and producer of factory automation and quality inspection equipment that includes: automation sensors, vision systems, laser markers, digital microscopes, and metrology systems. Our innovative products "
"Korea, Republic of","Kimz Co,. Ltd.",https://www.kimz.co.kr,,,KIMZ is located in Korea and is a world-leading company in the field of workholding.
United States of America,Kosmek USA Ltd.,https://www.kosmek.com,,,"Specialists in manufacturing automated quick systems for all manufacturing industries. Quick die change systems to robotic palletizing and packaging systems, we do it all when it comes to automated clamping. Let Kosmek be your one stop shop for all q"
United States of America,Kurt Workholding,https://www.kurtworkholding.com,,,"Kurt Workholding has set the standard for quality and reliability with machine vises and workholding technology for over 60 years. Kurt designs, manufactures and sells a complete line of workholding products for the machining industry. We built our r"
United States of America,"Lach Diamond, Inc.",https://www.lach-diamond.com,office@lach-diamond.com,,"LACH DIAMOND INC. is one of the leading manufacturers of diamond and CBN tools and has been equated with progress, precision and quality since 1982. The company is closely intertwined with its 100 year old counterpart in Germany: LACH DIAMANT."
Saint Charles IL 60174,LaFox Tool Inc.,,,,"We provide Custom as well as standard, turn-key Workholding Solutions. We offer standard & custom jaw chucks, collet chucks, custom workholding solutions, index chuck packages, large industrial workholding solutions, pallet chucks, automation solutio"
United States of America,"Lenzkes Clamping Tools, Inc.",https://lenzkesusa.com/,info@lenzkesusa.com,,"Lenzkes manufactures & sells quick release clamping systems known for high quality, capability of reducing downtime, resolving safety issues & helping you stay competitive. A vast variety of tooling, enables us to fit your company with products to be"
United States of America,LUBE USA,https://www.lubeusa.com,,,"Lube USA is the North American subsidiary of Lube Corporation, headquartered in Tokyo, Japan. Lube USA is the most reliable automatic lubrication company in the world, serving industries such as machine tool, plastic injection molding, packaging, met"
China,"LUOYANG REIGN MACHINERY EQUIPMENT CO.,LTD.",https://www.lyreign.com,sell1@lyreign.com,,
Bradenton FL 34211,Maedler North America,https://maedlernorthamerica.com/,sales@maedlernorthamerica.com,,Maedler North America is your source for everything metric in North America. We offer high quality parts since 1882. Maedler offers a full range of power transmission components. Maedler also offers customized parts and components.
United States of America,Martin Trunnion Tables,https://www.trunniontable.com,example@mysite.com,,"Martin Trunnion Tables, based near Cincinnati, OH, specializes in manufacturing both custom and standard CNC Trunnion Table Fixtures for Vertical Machining Centers and Rotary Tables. Their solutions help customers significantly reduce part handling a"
United States of America,Masa Tool Inc.,https://www.masatool.com,info@masatool.com,,"Masa Tool's Microconic system for Swiss-type machine workholding consists of two major components: The Microconic™ cartridge, which fits into your CNC machine spindle replacing the standard 5C, TF15, TF16, TF20, TF25 or TF37 collets, and the Microcon"
United States of America,Master Fluid Solutions,https://www.masterfluids.com,,,"Master Fluid Solutions provides high quality metalworking fluids to the global market. As innovators, we offer specialty cutting/grinding fluids, cutting oils, concentrated washing and cleaning compounds, and rust preventatives under the TRIM® and Ma"
United States of America,Mastercut Tool Corp.,https://mastercuttool.com/,sales@mastercuttool.com,,"Celebrating 40 years of U.S. manufacturing, Mastercut Tool Corp. delivers an exceptional line of high-performance rotary cutting tools—including end mills, drills, reamers, routers, and burs. We also offer a wide range of coatings designed to maximiz"
United States of America,Mate Precision Technologies,https://www.mate.com,,,"Mate Precision Technologies has designed, developed and manufactured innovative tooling and workholding solutions to increase factory productivity for seven decades."
United States of America,MB Metal Technologies LLC,https://www.markinbox.com,,,"Permanent Pin Marking Solutions for traceability of components and assemblies using either Stationary or Portable Equipment. Mark Plastics and Metals, with alpha numeric-digital codes-time/date-shift-logos-csv files. Mark on Flat and Round materials,"
United States of America,"MD Tooling, LLC",https://www.mdtooling.com,user@domain.com,,"Customer oriented Sales organization bringing high quality Italian product to North America. Live and Static CNC Tooling, Barfeeders, Robotic Arm, Chucks and ER collets."
United States of America,Mentco Inc.,https://www.mentco.com,sales@mentco.com,,We are a contract manufacturer of precision CNC Turned and Milled components for many OEMs across multiple industries.
United States of America,Michigan Drill / Republic Drill Corp / L & I,https://www.michigandrill.com,orders@michigandrill.com,,"Manufacturer and distributor of industrial cutting tools including drills, taps, end mills, reamers,indexable tooling, work holding and precision tools. A large stocked selection of hard-to-find items in addition to marketplace standard sizes. Multip"
Monroe CT 06468,Mikron Corporation Monroe,https://www.mikron.com,,,Mikron Machining is the leading supplier of highly productive machining systems for the manufacturing of complex high-precision components made of metal. Mikron Tool develops and produces high-performance cutting tools. These are regarded as some of 
United States of America,Mitee Bite Products LLC,https://www.miteebite.com,,,"Innovator of compact, low-profile edge clamps designed to improve production and provide simple solutions for difficult workholding applications. We’re available to assist with your design and product selection. Reduce idle spindle time and wasted ma"
Erie PA 16512,Modern Industries,https://mpwer.com/,,,"mPower's line of workholding and toolholding products includes: SpeedLoc quick change tooling and modular fixturing, Modloc modular tooling columns, SpinLoc mechanical indexers and SpinSelect toolholding. SPEEDLOC -- fixture changeover in a few minut"
United States of America,Morrison-Ray,https://www.morrison-ray.com,name@company.com,,"Morrison-Ray is an ecommerce accelerator for industrial and B2B manufacturers. We help brands launch, manage, and scale their products across platforms like Amazon and Mercado Libre. By combining manufacturing expertise with digital execution, we exp"
Millersburg PA 17061,Morton Machine Works,https://www.mortonmachine.com,,,"Morton Machine Works is a manufacturer of Thumb Screws, Adjustable Handles, Knobs, Nuts, Washers, Spring Plungers, Clamping Components and Fasteners to industrial distributors, catalog houses, and OEM’s throughout the world. In addition to offering a"
United States of America,MSC Industrial Supply Co.,https://www.mscdirect.com,cust_service@mscdirect.com,,"MSC Industrial Supply Co. is a leading North American distributor of metalworking and maintenance, repair, and operations (MRO) products and services. With over 75 years of expertise, we help our customers drive greater productivity, profitability an"
Japan,MST Corporation,https://www.mst-corp.co.jp/en,,,"You can see state-of-the-art Shrink-fit holder, Angle Head, Work-holding fixture and preventive maintenance tools at our booth. We support your process integration and automation with our products."
United States of America,Nexgen Tooling LLC,https://www.nexgentooling.com,,,"NEXGEN Tooling has been making some of the finest solid carbide cutting tools in the industry. Located in Springvale, Maine and subject to top-notch New England craftsmanship, you will find us always leading with quality and consistency. Customers ap"
United States of America,Nng industries,,,,
Shlomi 2283200,Noga Engineering & Technology,https://nogamt.com/,noga@noga.com,,"Noga Engineering & Technology Ltd., founded in 1980, leads in manufacturing deburring systems, holding systems, and cutting fluid applicators. Committed to innovation and quality, Noga serves over 60 countries through its global network, maintaining "
United States of America,norelem,https://www.kippusa.com,ca.info@kipp.com,,"KIPP is the inventor of the adjustable handle which is universally known as the ""KIPP Handle.""  KIPP is also world-renowned for producing cam levers, knobs, spring plungers, indexing plungers, handwheels, pull handles, locating components, height adj"
United States of America,Northfield Precision Instrument Corp.,https://www.northfield.com,sales@northfield.com,,"The world leader in precision air chucks, diaphragm chucks, collet chucks, special fixtures and accessories."
Shinagawa-ku,"NS TOOL CO., LTD.",https://us.ns-tool.com/,banner-04@2x.png,,"NS TOOL is a leading manufacturer of high precise small diameter end mills and is a wholly owned subsidiary of NS TOOL Co., Ltd. in Japan. As a group specializing in small-diameter tools, we have leading market share in Japan in the field of small-di"
United States of America,NSK America Corporation,https://www.nskamericacorp.com,info@nskamericacorp.com,,"NSK America Corporation and Jaeger Spindles are manufacturers of high-speed, ultra-precise electric and pneumatic spindles and micro grinders. Our spindles offer an accuracy of less than 1 micron TIR, adapting to your current machine tool, automation"
United States of America,O.M.G. North America,https://www.omgnet.it/omg-angle-heads,omg@omgnet.it,,"O.M.G., established in the 1960s, is the leading manufacturer of Angle Heads, Spindle Speeders, Multi-Spindle Heads, Turret Heads and Facing Heads. Our technical experience, innovation and customer service allow O.M.G. to provide the very best soluti"
United States of America,Omega TMM,https://www.omegatmm.com,,,"Omega TMM provides world-class tool measuring and management solutions for shop floor management used in the machine tool industry. We provide the market with presetters and tool management solutions Made in the USA. Our people, process and technolog"
United States of America,PAC Precision Tools USA Corp.,https://www.pactoolsusa.com,sales@pactoolsusa.com,,"CNC Toolholders, Collets & Accessories"
Newnan GA 30263,PANARO USA Inc.,https://panarocases.com/,,,
Taiwan R.O.C.,"Parfaite Tool Co., Ltd.",https://parfaite.com/,,,"Parfaite Tools provides motorized spindles, CNC tool holders, grinding arbors, gear machining solutions, and accessories. At this exhibition, we are launching the world’s first Tool Clamping Solution for high-efficiency milling. Visit us to discover "
United States of America,Parker Hannifin,https://www.parker.com/airquality,,,
United States of America,Pascal Engineering Inc.,https://www.pascalenginc.com,,,"Pascal Engineering offers automated hydraulic and pneumatic workholding solutions for jigs & fixtures. This product line include: swing clamps, link clamps, work supports, i. d. hole clamps, expansion clamps, pallet clamps, zero point systems, and lo"
Waukesha WI 53186,PG Inspection Technologies LLC,https://www.pg1000.com,pg@pg1000.com,,"The PG1000 optical inspection system has been used by cutting tool manufacturers and OEM's in the automotive, aerospace, defense and medical industries since 1996. The PG1000 is accurate/repeatable to 5 microns, durable, and the software is very easy"
United States of America,Pilot Precision Products,https://pilotprecision.com/,info@pilotprecision.com,,"Pilot Precision Products is the parent company of duMont Minute Man industrial broaches and Hassay Savage broaching tools. The company is also the exclusive U.S. distributor of Palbit, Magafor and GMauvais USA products."
United States of America,pL LEHMANN America Inc.,https://www.lehmann-rotary-tables.com/en,,,"Swiss quality rotary tables - compact, precise, modular. Over 40 years of innovation in machining & metrology"
United States of America,Plastics International,https://www.plasticsintl.com,,,"Plastics International is a Global Supplier of Medical, Engineering and High Performance Grade Plastics produced in sheet, rod tube and film. These materials include Delrin, Noryl, Nylon, Polycarbonate, Medical Grade Polypro, Polysulfone, PEEK, PVDF/"
Prospect Heights IL 60070,"Platinum Tooling Technologies, Inc.",https://www.platinumtooling.com,,,"Platinum Tooling Technologies, Inc., is the North American importer of Live Tools and Angle Heads from heimatec GmbH, Knurling and Marking tools from Hommel + Keller, Swiss type Collets & Guide Bushings from Tecnicrafts, Speed Increasers from Henning"
United States of America,Platit Inc,https://www.platit.com,,,Platit is a leading Manufacturer of high tech PVD and PECVD coating machines for tool and machine components.
Gwang-Ju,"POINTTECH CO.,LTD",https://www.pointtec.com,,,Pointtech is specialized in making Live Center and Precision Turning Center since 1984 with GG brand logo. We try to provide a wide range of technically differentiated products and further contribute to stable growth of our customer and industrial de
United States of America,Positrol Workholding,https://www.Positrol.com,,,Positrol Designs and Builds Workholding
United States of America,Powerhold Inc,https://www.powerholdinc.com,admin@powerholdinc.com,,Workholding products & solutions. Custom and standard.
China,POWERWELL TECHNOLOGY,https://www.pw-tool.com/cn,pw003@pw-tool.com,,
United States of America,Pratt Burnerd America-Atlas Workholding,https://www.prattburnerd.com,info@prattburnerd.com,,"We are in the business of supplying quality Workholding products throughout North America. We have one of the largest varieties of Workholding products in the world, with Power Chucks, Manual Chucks, Collet Chucks, Collets, Special Chucks, Rotating C"
United States of America,Precision Cutting Tools,https://pct-imc.com/,info@pct-imc.com,,"Precision Cutting Tools (PCT), based in Southern California, is a leading manufacturer of high performance carbide endmills and drills serving all metalworking industries. We work through selective distribution and offer engineering services. Our too"
United States of America,QualiChem Metalworking Fluids,https://www.qualichem.com,,,"QualiChem, Inc. manufactures some of the most advanced metalworking fluids available in the world.  As a global supplier, our fluids meet all of the relevant health & safety regulations, including GHS and REACH.  Our product line includes water-dilut"
United States of America,Quality Tech Tool,https://www.qualitytechtool.com,qttinc@qualitytechtool.com,,"Quality Tech Tool is a proud source for quality performance cutting tools to many of the largest manufacturers in the aerospace, defense, automotive, engineering and medical industries!"
United States of America,REGO-FIX Tool Corporation,https://www.RegoUSA.com,info.usa@rego-fix.com,,"REGO-FIX is a Swiss manufacturer of premium toolholding systems that excel with extraordinary reliability, precision and quality. From toolholders and clamping collets to clamping nuts and accessories, REGO-FIX helps manufacturers achieve toolholding"
United States of America,RelaDyne,https://reladyne.com/,hr-recruiting@reladyne.com,,
United States of America,"Riten Industries, Inc.",https://www.riten.com,sales@riten.com,,"Riten Industries is the world’s largest manufacturer of live & dead centers and face drivers. Standard products number in the thousands, with guaranteed accuracies as high as ± .00004 TIR. Models are available to handle workpiece weights from 2 oz. t"
P.O. Box 265,RIX North America,https://www.rix-us.com,,,"RIX responds to the needs of customers as a comprehensive manufacturer of rotary joints(unions), providing solutions for general industrial machinery, the rubber and tire industry, semiconductor manufacturing equipment, machine tools, lathes, the pap"
United States of America,RobbJack Corporation,https://www.robbjack.com,,,"RobbJack specializes in the engineering, manufacture and sale of solid carbide cutting tools. We continue to offer the broadest line of carbide end mills with the closest tolerances available for CNC milling equipment. In addition, we manufacture sol"
Rajkot 360021,ROBIN PRECISION PRODUCTS PVT. LTD.,https://www.bloodtools.com,info@bloodtools.com,,"We are Mfrs. of Solid Carbide Cutitng Tools, CNC Toolings & Indexable Products. We are based in Rajkot, Gujarat INDIA."
United States of America,"rose plastic USA, LLLP",https://www.rose-plastic.us,info@rose-plastic.us,,"With 800 employees at 10 locations around the world, we are also near to our customers. For short distances, reliable logistics and sustainable business practices. Plastic packaging from rose plastic optimally protects your products and combined func"
Italy,Rotomors S.p.A.,https://www.rotomors.com,info@rotomors.com,,
Canada,Rousseau Metal Inc.,https://www.rousseau.com,,,Rousseau is the leading designer and manufacturer of  flexible and high-quality storage solutions.
United States of America,Royal Products,https://www.royalproducts.com,info@royalproducts.com,,"Royal Products is a leading U.S. manufacturer of machine tool performance accessories. We specialize in helping manufacturers maximize production and profits through setup reduction, lights-out machining, and employee retention. Key product lines inc"
United States of America,"RSVP Tooling, Inc.",https://www.rsvptooling.com,sales@rsvptooling.com,,"We are a manufacturer of external threading tools, spline rolling knurling and burnishing solutions. Our systems include circular chaser, insert chaser and various types of thread rolling solutions. We carry standard products in stock and can manufac"
Lake Forest CA 92630,"Samchully Workholding, Inc.",https://www.samchullyworkholding.com,,,"Samchully has brought premium quality workholding solutions to manufacturers around the world for nearly 50 years. Our products include 4th/ 5th-axis rotary tables, vises, special chucks, power chucks, manual chucks, rotary cylinders, and steady rest"
United States of America,"Sankyo Automation, Inc.",https://www.sankyoautomation.com,sales@sankyoautomation.com,,"Sankyo has been a worldwide leader in cam-driven indexing technology since 1970, and continues to devolp new and innovative technology in motion control for our Machine Tool, Automation and Press Feed products."
United States of America,Scandinavian Tool Systems,https://www.scandinavian-tool.se,info@scandinavian-tool.se,,Providing Quality Cutting tools with 4 Edges. Our on-Edge style provides a superior Finish at a faster speed or reduced Passes.
United States of America,SCHAUBLIN USA - SWISS TOOLS,https://swisstools.org/,service@swisstools.org,,
Elgin IL 60123,Schwanog LLC,https://www.schwanog.com,info@schwanog.com,,"Reducing part cycle time by up to 40%! The company provides custom, made-to-order, insertable and solid carbide form tools according to your part prints. Applications include grooving, drilling, broaching, milling, and threading tools. Made in the US"
Product Categories,"SEKWANG SELUX CO., LTD",https://www.sekwangtool.com,,,
United States of America,SERVSIX US / PINPOWER,https://www.servsix.us,orders@servsix.us,,"ServSix US has a very experienced team of industry professionals with over 60 years combined experience in the manufacture and use of industrial diamond tooling. Our focus is on the customer service experience, providing proficient knowledge and advi"
United States of America,Setco,https://www.setco.com,name@domain.com,,"Setco is a global leader in the design, manufacturing, and servicing of precision spindles, milling heads, slides, and spindle/slide combinations. Through its nine locations around the globe, Setco has manufactured or rebuilt over 310,000 spindles, a"
Bloomfield NJ 07003,SGS North America,https://www.sgs.com,,,
China,"Shandong Fangzheng Machine Tool Co., Ltd",http://fangzhengtool.com/,zhengyu10@sdzhengyu.com,,
China,"SHANDONG JINJIE MACHINERY CO.,LTD.",https://www.jinjie-tools.com,,,"Bright tools was founded in 2006, has the most complete holder series in China, also is the only factory who have a complete Automatic production line in Tool holder production. Each month around 50000pcs tool holder are produced, and 60%of tool hold"
China,"SHANDONG OUNUOWEI NUMERICAL CONTROL TOOL CO.,LTD.",https://www.ounuowei.com,,,"Machine tool accessories manufacturer from China,the main products include:collet chuck, ER collet, tool holders, milling and boring tools."
China,"Shanghai Yamada Precision Tools Co., Ltd.",https://www.yamadachina.com,sales@yamadachina.com,,"Shanghai Yamada Precision Tools Co., Ltd., based in Shanghai, is a professional manufacturer of PCD, PCBN and carbide cutting tools since 2001. Its products include inserts, turning tools, reamers, milling tools, drills, boring tools, abrasive tools,"
United States of America,Sharon-Cutwell Co.,https://www.cutwell.com,sales@cutwell.com,,"Cutwell is a custom cutting tool manufacturer, focused on high performance solid carbide tooling for Aerospace, Automotive, Hydraulic and many more industries. Custom-Engineered Solutions are what we always try to bring to our customers! High perform"
RINGWOOD IL 60072,Sharp CNC,https://www.sharpcnctooling.com,kent@sharpcnctooling.com,,
Shengzhen Guangdong 100070,"SHENZHEN DANFOO TECHNOLOGY CO.,LTD.",http://danfoo.com/,mkt@danfoo.com,,"Smart Bee Cabinets-- Digital management of cutting tools, measure tools, and materials. Cost-saving and less labor."
Busan 47029,"SHIN-IL MACHINERY CO., LTD.",https://www.shin-il.com,a.ozcan@shin-il.com.tr,,"SHIN-IL Machinery Co., Ltd. is a globally competitive Korean manufacturer of high-precision CNC machines and tools with over 50 years of engineering expertise. Our core products include Deep-hole drilling machines (Gun Drill), B.T.A. systems, Portabl"
New Delhi 110026,Shobha Industries Private Limited,https://www.shobha-india.com,shobha@shobha-india.com,,"Shobha Industries is a leading manufacturer and exporter of high quality work holding and cutting tools. We have been exporting professional tools since 1976 to over 40 countries .We follow international standards such as DIN, GS, ANSI and are ISO 90"
United States of America,"Smart Storage Solutions, Vidmar, LISTA, CribMaster",https://storage.stanleyblackanddecker.com/,,,
United States of America,"Soph, Inc.",https://soph-magnet.com/,,,"Soph Inc. is a magnetic clamping and material handling system manufacturer specializing in electro-permanent, permanent and electromagnetic systems. We manufacture magnets for machine tool work-holding, mold and die clamping in Fenton MI. Soph Inc ha"
United States of America,Southwick & Meister Incorporated,https://www.s-mcollets.com,,,"Southwick & Meister, Inc., since 1952,  has been manufacturing precision collets, guide bushings and bar-loader collets for Swiss-Type turning centers and conventional lathes in both standard and customer specific bore configurations."
United States of America,sp3,https://www.sp3-cvd.com,info@sp3-cvd.com,,"Based in the Silicon Valley with more than 30 years of history, sp3 has pioneered the development of CVD diamond technologies. Utilizing its own Hot Filament reactors, sp3 provides smooth, rough, low stress, compressive or tensile CVD diamond coating"
United States of America,Speedgrip Chuck Company,https://speedgrip.com/,salesweb@speedgrip.com,,Speedgrip Chuck Company Delivers Premier Engineered Workholding Solutions For Manufacturers. Our products deliver the highest levels of quality and productivity for customers in every industry where metal cutting is a part of the manufacturing proces
United States of America,SPINTECH TOOLS,https://www.spintechtools.com,info@spintechtools.com,,
United States of America,"Stace-Allen Chucks, Inc.",https://www.stace-allen.com,info@staceallen.com,,"Stace-Allen Chucks, designs and manufactures precision workholding."
United States of America,"Stevens Engineering, Inc.",https://www.stevenseng.com,info@stevenseng.com,,Manufacturer of steel & aluminum workholding products for vertical & horizontal machining centers.
United States of America,Stor-Loc,https://www.storloc.com,,,"We build heavy duty tool cabinets, workbenches, CNC tool caddy's, press brakes and storage units."
United States of America,Suhner USA,https://suhner.com/en/,,,"Suhner is a global company providing material removal products and knowledge for grinding, sanding and polishing applications through robotic end effectors and compliance, abrasive hand tools, abrasive consumables, machining equipment for drilling, t"
Irving TX 75039,"Systematic Quality Management Systems, Inc.",https://www.systematicqms.com,,,"We are a full-service Quality Engineering firm that provides ISO 9001-based Quality Management System Development, Implementation, Internal Audits, Management Reviews, Training, External Audit Support and SO much more. Now introducing the SQMS.net ap"
Toronto ON M1V 1V3,T. Friedl Enterprises,https://tfriedl.com/,,,"Importer and distribution of HAM precision drill, HPTec, ERBO systems, Bipico Band Saw Blades and other related cutting tool and CNC machine accessories."
Taichung City 413011,"Taiki Industrial Co., Ltd.",https://www.taiki-jaws.com,,,TAIKI is the epitome of excellence in Taiwanese Soft Jaws and Accessories of Power Chuck manufacturing. It has set up a Broaching Machine and CNC Machine Center which can broach and drill the best quality castings and get perfect shapes.
United States of America,Tap Magic - Division of the Steco Corp.,https://www.tapmagic.com,,,"World-class manufacturer of premium cutting fluids and related metal working lubricants. Since 1953, the Tap Magic name has been synonymous with tool protection, close tolerances, and high quality finishes in metal cutting applications."
United States of America,Tapmatic Corp.,https://www.tapmatic.com,info@tapmatic.com,,"Tapmatic Corporation, since 1952, has been a world leader in the design and manufacture of tapping attachments, tap holders, and CNC Marking and Deburring tools. Tapmatic products are represented through our agents in more than forty countries. Tapma"
Germany,Tarfilm Europe GmbH,https://www.tarfilm.com,sales@tarfilm.com,,"Tarfilm Hi-Tech Co., Ltd. is a group company driven by technological innovation, specializing in R&D and manufacturing of high-quality vacuum coating targets, and selling to global market."
United States of America,TCI Precision Metals,https://www.tciprecision.com,,,"Founded in 1956, TCI Precision Metals is a value-added metals distributor producing close tolerance Machine-Ready Blanks from aluminum, stainless steel, and other alloys. Precision sawing, waterjet cutting, grinding, duplex milling, flattening, and f"
United States of America,"TE-CO Manufacturing, LLC",https://www.te-co.com,address@domain.com,,"TE-CO has been manufacturing innovative workholding solutions for over 45 years. Our product lines include: jig and fixture components, double and single station vises, 5 axis workholding (Raptor and Piranha), spring plungers, quick change jaw and pa"
United States of America,"TECHMET CARBIDES, INC.",https://www.techmet-carbide.com,csteam@techmet-carbide.com,,"TechMet is North America's leading supplier of precision carbide tool blanks, offering a complete range of high-quality tungsten carbide products, featuring carbide rod blanks and a wide variety of specialty items. We also offer a broad range of inde"
Hong Kong (China),Tiangong Precision Tools (Hong Kong) Company,https://www.tggj.cn,tggj@tggj.cn,,
Richmond Hill ON L0G1M0,TOOL HOLDER SHOP INC.,https://www.toolholdershop.com,,,CNC machine tools tool holders distributor
United States of America,Tool-Flo,https://webshop.toolflo.com/,,,Tool-Flo produces cutting tools and custom solutions for the metalworking industry designed to improve machining efficiency and productivity to meet the high standards demanded by our global customer base. We utilize advanced manufacturing processes 
Cleveland OH 44114,Tooling U-SME,https://www.toolingu.com,,,"Tooling U-SME delivers versatile, competency-based learning and development solutions to the manufacturing community, working with thousands of organizations, including more than half of all Fortune 500® manufacturers, plus nearly 1,000 educational i"
United States of America,Tower Metalworking Fluids,https://www.towermwf.com,,,"Provider of innovative metalworking lubricants that are safe for workers and the environment, increase production, extend tooling life, easy cleaning, and cost effective."
United States of America,Triple Crown Products,https://triplecrownproducts.com/,,,
United States of America,"Triple-T Cutting Tools, Inc.",https://www.triple-t.com,,,
United States of America,TTC North America LLC,https://ttcnorthamerica.com/,ttcna@ttcnorthamerica.com,,"TTC North America provides high quality, competitively priced tools and attachments for Swiss machines. Our priority is to keep our customers satisfied and their machines working efficiently. Our high level of IN STOCK products help us deliver most o"
United States of America,Tungaloy-NTK America,https://tungaloy.com/us/,,,"Tungaloy-NTK America delivers innovative metal cutting solutions with extensive turning, milling, and drilling products. Our premium ceramics, Swiss Tooling, and advanced systems ensure high-precision performance across industries. With a wide range "
United States of America,Tungco Powder Procurement,https://tungco.com/,arubin@tungco.com,,"We specialize in Tungsten based soft scraps such as sludges/swarfs, powders, and filter materials. Throughout the procurement process, we make sure that your questions are answered and that your sortation and payment are handled with the utmost accur"
United States of America,"Turner Workholding, LLC",https://www.turnerworkholding.com,,,"Welcome to Turner Workholding, suppliers of CNC Chuck Jaws & Bar Pullers for all your turning needs. We specialize in supply of Steel & Aluminum Soft Jaws, Hard Jaws, Boring Mill Jaws, and T-Nuts, Adapter Plates, Lathe Chuck Jaws, and Bar Pullers (sq"
United States of America,U S Shop Tools,https://www.usshoptools.com,support@usshoptools.com,,National distributor of machine shop tools and metalworking supplies
United States of America,Ultra Carbide LLC,https://www.ultracarbide.com,sales@ultracarbide.com,,"Premium carbide for world-class cutting tool manufacturers. Our expertise goes beyond carbide rods. We provide highly engineered wear parts for metal forming, and tailormade products for the food/beverage, and agriculture industries. Our goal is to p"
Seoul 04532,Union Materials Corporation,https://www.unionmaterials.com,ceramic@unionmaterials.com,,We used to known as SsangYoung material Corporation and now we are Union Material Corporation.
United States of America,VacuumTables.com/Graphic Parts International Inc.,https://www.vacuumtables.com,sales@vacuumtables.com,,"VacuumTables.com designs and manufactures custom vacuum hold-down and flotation tables built to exact specifications. With over 45 years of experience, our systems are known for precision flatness, durability, and performance. Seamless surfaces enabl"
United States of America,Vallen,https://www.vallen.com,,,
United States of America,Vargus USA,https://vargus.com/en-us,mrktg@vargus.com,,"VARGUS is a world leading developer, manufacturer and supplier of high-quality, precision threading, grooving, turning and hand deburring tools. Established in 1960, VARGUS is the cutting tools division of the NEUMO Ehrenberg Group, a multinational o"
United States of America,Vektek LLC,https://www.vektek.com,,,"Vektek is a global leader in hydraulic and pneumatic workholding solutions, headquartered in Emporia, Kansas. Founded in 1986, and building on its origins in hydraulic pump and cylinder assembly, Vektek has grown into a premier designer, manufacturer"
United States of America,Verizon Business,https://www.verizon.com/business/solutions/industry/manufacturing,,,"Verizon Business is a premier global technology partner driving digital transformation in manufacturing. By delivering critical infrastructure like Private 5G, Mobile Edge Computing, and Industrial IoT, we enable Industry 4.0. Our robust connectivity"
Taiwan R.O.C.,"VERNAL MANUFACTURING & ENGINEERING CO., LTD.",https://www.vernal.tw,service@vernal.tw,,Contract Manufacturing and Machining Services Customized manufacturing capabilities for over 40 years Exporting from Taiwan to overseas .
