Country,Company Name,Website,Email,,Main Product,,,,,,,,,,,,,,,,,,,,,
DE,ROESLER OBERFLAECHENTECHNIK,https://www.awexim.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,ROLLICO ROLLING COMPONENTS Sp. z o.o. sp.k.,,,,,,,,,,,,,,,,,,,,,,,,,
IT,ROTA GROUP,https://www.switala.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,RoTec Polska  Sp. z o.o.,http://www.schenck-rotec.pl,,,,,,,,,,,,,,,,,,,,,,,,
CH,Rollomatic SA,https://www.rollomatic.ch/,u.hirschenberger@rollomatic.ch,,,,,,,,,,,,,,,,,,,,,,,
NL,SAFANDARLEY B.V.,http://www.safandarley.com,info@safandarley.com,,,,,,,,,,,,,,,,,,,,,,,
DE,SAFECHEM EUROPE,https://www.safechem-europe.com,,,,,,,,,,,,,,,,,,,,,,,,
PL,SAMWAY Polska Paulina Sząszor,,,,,,,,,,,,,,,,,,,,,,,,,
PL,SAP-WELD,"https://www.sapweld.pl, www.sap-weld.pl",,,,,,,,,,,,,,,,,,,,,,,,
CH,SCHAUBLIN SA,https://www.schaublin.ch,chdel-accounting@schaublin.ch,,,,,,,,,,,,,,,,,,,,,,,
DE,SCHENCK ROTEC,http://www.schenck-rotec.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,SCHMALZ Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
DE,SCHMIEDEWERK STOOSS GmbH,https://www.swisschamber.pl,,,,,,,,,,,,,,,,,,,,,,,,
DE,SCHWARZE-ROBITEC,http://www.polwelt.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,SCITEEX,http://www.sciteex.com  ,,,,,,,,,,,,,,,,,,,,,,,,
CH,SECKLER AG,https://www.seckler.ch,,,,,,,,,,,,,,,,,,,,,,,,
PL,SEEN DISTRIBUTION,https://www.seen.com.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,SENSE CONSULTING Sp. z o.o.,http://senseconsulting.pl,,,,,,,,,,,,,,,,,,,,,,,,
CN,"SHANGHAI KING-ND MAGNET CO., LTD.",https://www.shanghaimagnet.com,,,,,,,,,,,,,,,,,,,,,,,,
PL,SMARTTECH Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
DE,SMS MASCHINENBAU GMBH,https://www.sms-gmbh.de,,,,,,,,,,,,,,,,,,,,,,,,
PL,SOHBI CRAFT POLAND Sp. z o.o.,http://sohbilean.com,biuro@sohbi.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,SONING Sp. z o.o.,https://www.soning.eu/,,,,,,,,,,,,,,,,,,,,,,,,
CH,SORED SA,https://www.swisschamber.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,STALVO Sp. z o.o.,https://WWW.STALVO.PL,uro@stalvo.pl,,,,,,,,,,,,,,,,,,,,,,,
IT,STAM,http://www.btc-maszyny.pl,,,,,,,,,,,,,,,,,,,,,,,,
IT,STAR TECHNOLOGY S.r.l.,https://www.switala.pl,,,,,,,,,,,,,,,,,,,,,,,,
RO,STELMIT EXIM SRL,,,,,,,,,,,,,,,,,,,,,,,,,
DK,STENHOJ HYDRAULIK A/S,http://www.stenhoj.dk,salgdk@stenhoj.dk,,,,,,,,,,,,,,,,,,,,,,,
PL,STIGAL,https://www.stigal.pl,ado@stigal.pl,,,,,,,,,,,,,,,,,,,,,,,
AT,STM WaterJet Solutions,http://stm-waterjet.com,info@stm-waterjet.com,,,,,,,,,,,,,,,,,,,,,,,
DE,STOECKEL Werkzeugmaschinen GmbH,http://www.stoeckel.de,info@stoeckel.de,,,,,,,,,,,,,,,,,,,,,,,
PL,STURMER MASZYNY Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
CH,SWISSTOOL SYSTEM AG,https://www.swisstools.org,service@swisstools.org,,,,,,,,,,,,,,,,,,,,,,,
TR,Sacform AGM LINE,http://www.btc-maszyny.pl,,,,,,,,,,,,,,,,,,,,,,,,
CH,Sarix SA,http://www.sarix.com,contact@sarix.com,,,,,,,,,,,,,,,,,,,,,,,
CN,"Shandong Hengqiao Energy Industrial Co., Ltd.",https://www.hengqiaocarbon.com,,,,,,,,,,,,,,,,,,,,,,,,
CN,"Shenzhen RelFar Intelligent Technology Co., LTD.",https://www.relfar.com,,,,,,,,,,,,,,,,,,,,,,,,
CN,"Shenzhen STHL Technology Co., Ltd.",https://www.pcba-china.com,info@pcba-china.com,,,,,,,,,,,,,,,,,,,,,,,
PL,Sieć Badawcza Łukasiewicz - Poznański Instytut Technologiczny,,,,,,,,,,,,,,,,,,,,,,,,,
PL,Staleo.pl – Stale o Przemyśle,https://staleo.pl/,biuro@staleo.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,Stowarzyszenie Inżynierów i Techników Mechaników Polskich - Zarząd Główny Redakcja Mechanik  Agenda,,,,,,,,,,,,,,,,,,,,,,,,,
PL,Stowarzyszenie Polskiego Przemysłu Emalierskiego,http://www.sppe.com.pl,info@sppe.com.pl,,,,,,,,,,,,,,,,,,,,,,,
CN,"TAIKAN INTELLIGENT EQUIPMENT (SHENZHEN) CO., LTD.",https://www.taikanmachine.com,overseas-marketing@szccm.com,,,,,,,,,,,,,,,,,,,,,,,
CN,"TAIZHOU HONGYI PRECISION TOOLS CO., LTD.",https://www.hywilson.com,susu@hywilson.com,,,,,,,,,,,,,,,,,,,,,,,
PL,TANGRA,https://www.tangra.pl,tangra@tangra.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,TARGA Łukasz Kielczyk,https://www.targa.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,TEAL MEDIA Rafał Wasilewski,http://www.nowoczesny-przemysl.pl,redakcja@nowoczesny-przemysl.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,TECHNIKA SPAWALNICZA,https://www.techspaw.com.pl,info@techspaw.com,,,,,,,,,,,,,,,,,,,,,,,
PL,TEMPSENS POLSKA Sp. z o.o.,https://tempsens.com/pl/contact-us/,,,,,,,,,,,,,,,,,,,,,,,,
DE,TENRYU Europe GmbH,https://www.awexim.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,TERRA COMPUTER Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,TESKO STEEL Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,TIDK Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
PL,TIMATE Sp. z o.o.,,,,,,,,,,,,,,,,,,,,,,,,,
CH,TL TECHNOLOGY,https://www.tltechnology-swiss.ch,,,,,,,,,,,,,,,,,,,,,,,,
PL,TMSYS Sp. z o.o.,"http://www.tmsys.pl, www.gstarcad.pl",,,,,,,,,,,,,,,,,,,,,,,,
PL,TOX PRESSOTECHNIK,https://www.tox-pl.com,,,,,,,,,,,,,,,,,,,,,,,,
PL,TROAX SAFETY SYSTEMS POLAND Sp. z o.o.,http://www.troax.com,info.us@troax.com,,,,,,,,,,,,,,,,,,,,,,,
CH,TSCHUDIN AG.,https://www.tschudin.com,a.karabulut@tschudin.com,,,,,,,,,,,,,,,,,,,,,,,
PL,TUNGALOY POLSKA,https://www.awexim.pl,,,,,,,,,,,,,,,,,,,,,,,,
TW,TAITRA,https://www.taiwantrade.com,,,,,,,,,,,,,,,,,,,,,,,,
TW,TMBA,https://www.tmba.org.tw/,tmba@tmba.org.tw,,,,,,,,,,,,,,,,,,,,,,,
CN,"Taizhou Kelite Tools Co., Ltd.",https://www.kelite.cc,,,,,,,,,,,,,,,,,,,,,,,,
LT,Technologiniai valdymo sprendimai UAB,https://www.horasoee.eu/en,support@horasmpm.eu,,,,,,,,,,,,,,,,,,,,,,,
LT,UAB SOLITA,http://www.solita.lt,info@solita.lt,,,,,,,,,,,,,,,,,,,,,,,
ES,ULTRATECNO - ULTRASONIDOS LOVER S.A.,http://www.schenck-rotec.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,ULTRON,https://www.ultron.pl,info@ultron.pl,,,,,,,,,,,,,,,,,,,,,,,
CZ,"UNIVERSAL ROBOTS A/S, o. z.",http://www.universal-robots.com,sales@universal-robots.com,,,,,,,,,,,,,,,,,,,,,,,
ES,UPMOVIOM,https://www.awexim.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,UniProSoft.pl,https://uniprosoft.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,Urząd Dozoru Technicznego,,,,,,,,,,,,,,,,,,,,,,,,,
IT,VARO SRL,https://www.switala.pl,,,,,,,,,,,,,,,,,,,,,,,,
FR,VERNET-BEHRINGER,https://www.awexim.pl,,,,,,,,,,,,,,,,,,,,,,,,
PL,VERTO JAROSŁAW WIĘCKOWSKI,,,,,,,,,,,,,,,,,,,,,,,,,
DE,VETTER,https://www.vettercranes.com,info@vettercranes.com,,,,,,,,,,,,,,,,,,,,,,,
BE,VG Machines BVBA,http://vgbelgium.com,info@vgbelgium.com,,,,,,,,,,,,,,,,,,,,,,,
LT,Viezo,https://viezo.lt/contact-us/,info@viezo.lt,,,,,,,,,,,,,,,,,,,,,,,
DE,WAFIOS,https://www.tatje.com,,,,,,,,,,,,,,,,,,,,,,,,
DE,WAFIOS Umformtechnik GmbH,https://www.tatje.com,,,,,,,,,,,,,,,,,,,,,,,,
IT,WALMAZ STAMPI S.R.L.,https://www.switala.pl,,,,,,,,,,,,,,,,,,,,,,,,
DE,WEICON GmbH & Co. KG,,,,,,,,,,,,,,,,,,,,,,,,,
DE,WIKUS,https://www.awexim.pl,,,,,,,,,,,,,,,,,,,,,,,,
DE,WILHELM TATJE,https://www.tatje.com,,,,,,,,,,,,,,,,,,,,,,,,
DE,WIN SOURCE ELECTRONICS GmbH,https://www.win-source.group/,service@win-source.net,,,,,,,,,,,,,,,,,,,,,,,
DE,WITELS ALBERT GmbH,https://www.tatje.com,,,,,,,,,,,,,,,,,,,,,,,,
PL,WIZZDEV PROSTA SA,http://wizzdev.com,info@wizzdev.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,"WOLFGRIPP MAŁKOWSKI, PAWEŁCZAK, PRUCHNICKI Sp.j.",http://wolfgripp.pl,biuro@wolfgripp.pl,,,,,,,,,,,,,,,,,,,,,,,
DE,WTO GmbH,,,,,,,,,,,,,,,,,,,,,,,,,
IT,Warcom SRL,http://www.btc-maszyny.pl,,,,,,,,,,,,,,,,,,,,,,,,
NL,WiTechs B.V.,https://www.tatje.com,,,,,,,,,,,,,,,,,,,,,,,,
PL,XWÓZEK Sp. z o.o.,https://www.czyszczeniespoin.pl,,,,,,,,,,,,,,,,,,,,,,,,
CN,"Xuzhou RITMAN Equipment Co,. LTD.",https://www.ritmangalvanizing.com/,james@sinoritman.com,,,,,,,,,,,,,,,,,,,,,,,
PL,YASKAWA POLSKA,,,,,,,,,,,,,,,,,,,,,,,,,
TW,IK,https://www.yihkuan.com/en-US/,ikmillinghead@yihkuan.com,,,,,,,,,,,,,,,,,,,,,,,
PL,ZABI Sp. z o.o.,http://www.zabi.pl,biuro@zabi.pl,,,,,,,,,,,,,,,,,,,,,,,
PL,ZAP-ROBOTYKA,http://www.fanuc.pl,user@domain.com,,,,,,,,,,,,,,,,,,,,,,,
ES,ZAYER,,,,,,,,,,,,,,,,,,,,,,,,,
PL,ZDT TOP PORĘBA  Sp. z o.o. Sp.k.,,,,,,,,,,,,,,,,,,,,,,,,,
CH,ZELLER AUTOMATIK AG,https://www.zamag.ch,office@zamag.ch,,,,,,,,,,,,,,,,,,,,,,,
PL,ZWWG SEALING ENGINEERING SERVICE S.C.,,,,,,,,,,,,,,,,,,,,,,,,,
IT,Zani S.p.A.,http://www.btc-maszyny.pl,,,,,,,,,,,,,,,,,,,,,,,,
CN,"Zhejiang Yuanpai Machine Tool Accessory Co., Ltd.",http://www.zjyuanpai.com/,chuck@zjyuanpai.com,,,,,,,,,,,,,,,,,,,,,,,
PL,Zrobotyzowany.pl – Przemysł Zrobotyzowany,https://zrobotyzowany.pl/,biuro@zrobotyzowany.pl,,,,,,,,,,,,,,,,,,,,,,,
CN,xTool,https://www.xtool.eu/,support@xtool.com,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
